0.970626831,0.016363852
0.958209395,0.016443787
0.950019479,0.016524119
0.941899538,0.016604837
0.929849625,0.016685955
0.921902120,0.016767468
0.910108030,0.016849376
0.902329206,0.016931688
0.894616902,0.017014403
0.883171916,0.017097518
0.875623345,0.017181041
0.864421308,0.017264973
0.857033014,0.017349316
0.849707842,0.017434066
0.838837385,0.017519236
0.831667721,0.017604819
0.821028054,0.017690817
0.814010620,0.017777240
0.807053149,0.017864086
0.796728313,0.017951354
0.789918602,0.018039046
0.783167124,0.018127169
0.773147881,0.018215723
0.766539693,0.018304706
0.759988010,0.018394127
0.750265300,0.018483987
0.743852735,0.018574279
0.737494946,0.018665018
0.731191456,0.018756200
0.721837163,0.018847821
0.715667546,0.018939897
0.709550738,0.019032421
0.700473249,0.019125398
0.694486260,0.019218825
0.688550413,0.019312711
0.679741621,0.019407058
0.673931777,0.019501859
0.668171585,0.019597130
0.659623563,0.019692859
0.653985679,0.019789062
0.648396015,0.019885736
0.642854095,0.019982876
0.637359560,0.020080496
0.629205704,0.020178586
0.623827815,0.020277163
0.618495822,0.020376220
0.613209486,0.020475756
0.605364561,0.020575784
0.600190461,0.020676300
0.595060587,0.020777307
0.589974523,0.020878803
0.582426846,0.020980800
0.577448785,0.021083295
0.572513282,0.021186285
0.567619979,0.021289784
0.560358286,0.021393789
0.555568874,0.021498295
0.550820351,0.021603318
0.546112418,0.021708854
0.539125860,0.021814900
0.534517884,0.021921469
0.529949307,0.022028560
0.525419772,0.022136174
0.520929039,0.022244306
0.514264643,0.022352975
0.509869158,0.022462172
0.505511284,0.022571897
0.501190603,0.022682166
0.496906877,0.022792965
0.492659748,0.022904314
0.488448948,0.023016205
0.482200116,0.023128638
0.478078693,0.023241624
0.473992497,0.023355158
0.469941258,0.023469253
0.465924621,0.023583904
0.461942315,0.023699109
0.456032574,0.023814883
0.452134818,0.023931224
0.448270380,0.024048131
0.444438964,0.024165604
0.440640271,0.024283659
0.436874062,0.024402289
0.431285053,0.024521491
0.427598804,0.024641283
0.423944086,0.024761660
0.420320600,0.024882618
0.416728079,0.025004175
0.413166255,0.025126318
0.409634888,0.025249064
0.406133682,0.025372410
0.400937915,0.025496352
0.397511065,0.025620906
0.394113511,0.025746062
0.390744984,0.025871836
0.387405246,0.025998225
0.384094059,0.026125224
0.380811155,0.026252851
0.375939369,0.026381100
0.372726172,0.026509969
0.369540453,0.026639475
0.366381943,0.026769614
0.363250434,0.026900388
0.358603299,0.027031794
0.355538249,0.027163850
0.352499425,0.027296551
0.349486589,0.027429890
0.346499473,0.027563890
0.343537927,0.027698545
0.339142978,0.027833859
0.336244285,0.027969824
0.333370358,0.028106460
0.330521017,0.028243767
0.327696025,0.028381735
0.324895173,0.028520385
0.320738703,0.028659711
0.317997336,0.028799711
0.315279365,0.028940404
0.312584639,0.029081782
0.309912950,0.029223844
0.307264090,0.029366609
0.303333193,0.029510070
0.300740570,0.029654231
0.298170120,0.029799089
0.295621634,0.029944664
0.293094933,0.030090949
0.290589809,0.030237939
0.286872238,0.030385658
0.284420311,0.030534089
0.281989336,0.030683253
0.279579133,0.030833146
0.277189553,0.030983763
0.273643404,0.031135125
0.271304548,0.031287216
0.268985689,0.031440061
0.266686648,0.031593651
0.264407188,0.031747982
0.262147278,0.031903077
0.258793592,0.032058928
0.256581634,0.032215543
0.254388601,0.032372914
0.252214372,0.032531060
0.250058651,0.032689981
0.246859610,0.032849669
0.244749680,0.033010144
0.242657781,0.033171404
0.240583748,0.033333443
0.237505913,0.033496283
0.235475928,0.033659913
0.233463287,0.033824347
0.231467828,0.033989582
0.228506610,0.034155618
0.226553530,0.034322474
0.224617153,0.034490138
0.222697333,0.034658629
0.219848320,0.034827944
0.217969254,0.034998074
0.216106251,0.035169046
0.214259163,0.035340853
0.211518109,0.035513490
0.209710240,0.035686977
0.207917824,0.035861317
0.205257878,0.036036506
0.203503519,0.036212541
0.201764166,0.036389444
0.200039655,0.036567215
0.197480515,0.036745843
0.195792630,0.036925353
0.194119170,0.037105739
0.192460015,0.037287008
0.189997822,0.037469149
0.188373893,0.037652194
0.186763838,0.037836131
0.184374541,0.038020957
0.182798669,0.038206697
0.181236267,0.038393345
0.179687217,0.038580891
0.177388445,0.038769364
0.175872296,0.038958762
0.174369097,0.039149072
